Year_and_month,Industry,Salary
1989-07-01,Human_health_activities,23671
1989-08-01,Human_health_activities,24151
1989-09-01,Human_health_activities,24576
1989-10-01,Human_health_activities,26000
1989-11-01,Human_health_activities,25978
1989-12-01,Human_health_activities,25060
1990-01-01,Human_health_activities,48168
1990-02-01,Human_health_activities,27806
1990-03-01,Human_health_activities,25323
1990-04-01,Human_health_activities,25964
1990-05-01,Human_health_activities,26376
1990-06-01,Human_health_activities,26251
1990-07-01,Human_health_activities,27149
1990-08-01,Human_health_activities,27526
1990-09-01,Human_health_activities,28269
1990-10-01,Human_health_activities,27618
1990-11-01,Human_health_activities,28295
1990-12-01,Human_health_activities,31158
1991-01-01,Human_health_activities,33582
1991-02-01,Human_health_activities,52193
1991-03-01,Human_health_activities,29197
1991-04-01,Human_health_activities,28677
1991-05-01,Human_health_activities,30475
1991-06-01,Human_health_activities,34298
1991-07-01,Human_health_activities,29486
1991-08-01,Human_health_activities,30102
1991-09-01,Human_health_activities,30338
1991-10-01,Human_health_activities,29375
1991-11-01,Human_health_activities,30036
1991-12-01,Human_health_activities,31458
1992-01-01,Human_health_activities,62314
1992-02-01,Human_health_activities,34108
1992-03-01,Human_health_activities,32221
1992-04-01,Human_health_activities,31792
1992-05-01,Human_health_activities,31980
1992-06-01,Human_health_activities,33667
1992-07-01,Human_health_activities,31344
1992-08-01,Human_health_activities,33363
1992-09-01,Human_health_activities,35157
1992-10-01,Human_health_activities,33883
1992-11-01,Human_health_activities,33974
1992-12-01,Human_health_activities,34823
1993-01-01,Human_health_activities,69611
1993-02-01,Human_health_activities,35416
1993-03-01,Human_health_activities,33590
1993-04-01,Human_health_activities,33715
1993-05-01,Human_health_activities,32532
1993-06-01,Human_health_activities,35392
1993-07-01,Human_health_activities,33464
1993-08-01,Human_health_activities,34243
1993-09-01,Human_health_activities,35863
1993-10-01,Human_health_activities,33812
1993-11-01,Human_health_activities,34303
1993-12-01,Human_health_activities,35288
1994-01-01,Human_health_activities,55396
1994-02-01,Human_health_activities,58095
1994-03-01,Human_health_activities,37064
1994-04-01,Human_health_activities,35319
1994-05-01,Human_health_activities,34883
1994-06-01,Human_health_activities,36415
1994-07-01,Human_health_activities,35204
1994-08-01,Human_health_activities,35626
1994-09-01,Human_health_activities,37432
1994-10-01,Human_health_activities,35718
1994-11-01,Human_health_activities,36883
1994-12-01,Human_health_activities,38470
1995-01-01,Human_health_activities,70076
1995-02-01,Human_health_activities,39445
1995-03-01,Human_health_activities,37305
1995-04-01,Human_health_activities,37890
1995-05-01,Human_health_activities,37510
1995-06-01,Human_health_activities,40328
1995-07-01,Human_health_activities,37290
1995-08-01,Human_health_activities,38437
1995-09-01,Human_health_activities,41203
1995-10-01,Human_health_activities,39191
1995-11-01,Human_health_activities,38692
1995-12-01,Human_health_activities,42258
1996-01-01,Human_health_activities,45405
1996-02-01,Human_health_activities,74851
1996-03-01,Human_health_activities,39247
1996-04-01,Human_health_activities,41238
1996-05-01,Human_health_activities,40339
1996-06-01,Human_health_activities,45104
1996-07-01,Human_health_activities,40878
1996-08-01,Human_health_activities,41104
1996-09-01,Human_health_activities,44709
1996-10-01,Human_health_activities,41500
1996-11-01,Human_health_activities,41290
1996-12-01,Human_health_activities,42761
1997-01-01,Human_health_activities,72014
1997-02-01,Human_health_activities,59372
1997-03-01,Human_health_activities,43762
1997-04-01,Human_health_activities,41535
1997-05-01,Human_health_activities,44439
1997-06-01,Human_health_activities,43637
1997-07-01,Human_health_activities,43094
1997-08-01,Human_health_activities,43699
1997-09-01,Human_health_activities,44838
1997-10-01,Human_health_activities,42073
1997-11-01,Human_health_activities,42775
1997-12-01,Human_health_activities,47505
1998-01-01,Human_health_activities,94330
1998-02-01,Human_health_activities,44180
1998-03-01,Human_health_activities,44004
1998-04-01,Human_health_activities,44856
1998-05-01,Human_health_activities,45024
1998-06-01,Human_health_activities,44150
1998-07-01,Human_health_activities,44517
1998-08-01,Human_health_activities,44561
1998-09-01,Human_health_activities,45089
1998-10-01,Human_health_activities,45058
1998-11-01,Human_health_activities,44122
1998-12-01,Human_health_activities,47792
1999-01-01,Human_health_activities,58088
1999-02-01,Human_health_activities,88560
1999-03-01,Human_health_activities,46527
1999-04-01,Human_health_activities,45194
1999-05-01,Human_health_activities,46130
1999-06-01,Human_health_activities,46412
1999-07-01,Human_health_activities,46473
1999-08-01,Human_health_activities,46804
1999-09-01,Human_health_activities,48395
1999-10-01,Human_health_activities,46254
1999-11-01,Human_health_activities,46974
1999-12-01,Human_health_activities,47793
2000-01-01,Human_health_activities,75599
2000-02-01,Human_health_activities,74764
2000-03-01,Human_health_activities,47043
2000-04-01,Human_health_activities,46683
2000-05-01,Human_health_activities,47680
2000-06-01,Human_health_activities,48521
2000-07-01,Human_health_activities,47669
2000-08-01,Human_health_activities,50788
2000-09-01,Human_health_activities,53461
2000-10-01,Human_health_activities,48220
2000-11-01,Human_health_activities,48519
2000-12-01,Human_health_activities,52342
2001-01-01,Human_health_activities,97150
2001-02-01,Human_health_activities,51414
2001-03-01,Human_health_activities,50888
2001-04-01,Human_health_activities,50686
2001-05-01,Human_health_activities,50876
2001-06-01,Human_health_activities,51840
2001-07-01,Human_health_activities,49149
2001-08-01,Human_health_activities,50916
2001-09-01,Human_health_activities,49730
2001-10-01,Human_health_activities,49324
2001-11-01,Human_health_activities,49659
2001-12-01,Human_health_activities,52017
2002-01-01,Human_health_activities,63475
2002-02-01,Human_health_activities,79645
2002-03-01,Human_health_activities,50162
2002-04-01,Human_health_activities,48978
2002-05-01,Human_health_activities,48533
2002-06-01,Human_health_activities,51724
2002-07-01,Human_health_activities,52470
2002-08-01,Human_health_activities,49921
2002-09-01,Human_health_activities,51452
2002-10-01,Human_health_activities,50982
2002-11-01,Human_health_activities,49531
2002-12-01,Human_health_activities,50262
2003-01-01,Human_health_activities,85638
2003-02-01,Human_health_activities,57056
2003-03-01,Human_health_activities,54556
2003-04-01,Human_health_activities,54308
2003-05-01,Human_health_activities,53977
2003-06-01,Human_health_activities,53533
2003-07-01,Human_health_activities,50660
2003-08-01,Human_health_activities,50765
2003-09-01,Human_health_activities,52429
2003-10-01,Human_health_activities,50911
2003-11-01,Human_health_activities,50559
2003-12-01,Human_health_activities,55227
2004-01-01,Human_health_activities,94853
2004-02-01,Human_health_activities,50818
2004-03-01,Human_health_activities,51434
2004-04-01,Human_health_activities,51801
2004-05-01,Human_health_activities,50852
2004-06-01,Human_health_activities,52124
2004-07-01,Human_health_activities,50844
2004-08-01,Human_health_activities,51933
2004-09-01,Human_health_activities,54103
2004-10-01,Human_health_activities,51547
2004-11-01,Human_health_activities,51381
2004-12-01,Human_health_activities,53554
2005-01-01,Human_health_activities,88281
2005-02-01,Human_health_activities,64833
2005-03-01,Human_health_activities,51406
2005-04-01,Human_health_activities,51139
2005-05-01,Human_health_activities,51555
2005-06-01,Human_health_activities,53476
2005-07-01,Human_health_activities,52117
2005-08-01,Human_health_activities,51980
2005-09-01,Human_health_activities,52128
2005-10-01,Human_health_activities,50696
2005-11-01,Human_health_activities,49209
2005-12-01,Human_health_activities,51960
2006-01-01,Human_health_activities,98253
2006-02-01,Human_health_activities,51349
2006-03-01,Human_health_activities,49585
2006-04-01,Human_health_activities,50179
2006-05-01,Human_health_activities,52820
2006-06-01,Human_health_activities,51135
2006-07-01,Human_health_activities,51076
2006-08-01,Human_health_activities,51528
2006-09-01,Human_health_activities,52467
2006-10-01,Human_health_activities,52831
2006-11-01,Human_health_activities,51077
2006-12-01,Human_health_activities,53948
2007-01-01,Human_health_activities,62384
2007-02-01,Human_health_activities,89831
2007-03-01,Human_health_activities,52078
2007-04-01,Human_health_activities,52500
2007-05-01,Human_health_activities,52573
2007-06-01,Human_health_activities,52169
2007-07-01,Human_health_activities,51888
2007-08-01,Human_health_activities,53155
2007-09-01,Human_health_activities,53304
2007-10-01,Human_health_activities,52576
2007-11-01,Human_health_activities,51605
2007-12-01,Human_health_activities,55991
2008-01-01,Human_health_activities,87612
2008-02-01,Human_health_activities,68221
2008-03-01,Human_health_activities,52384
2008-04-01,Human_health_activities,51830
2008-05-01,Human_health_activities,54027
2008-06-01,Human_health_activities,53722
2008-07-01,Human_health_activities,56261
2008-08-01,Human_health_activities,54768
2008-09-01,Human_health_activities,53495
2008-10-01,Human_health_activities,55063
2008-11-01,Human_health_activities,54313
2008-12-01,Human_health_activities,56705
2009-01-01,Human_health_activities,97163
2009-02-01,Human_health_activities,54542
2009-03-01,Human_health_activities,54096
2009-04-01,Human_health_activities,56817
2009-05-01,Human_health_activities,54383
2009-06-01,Human_health_activities,52976
2009-07-01,Human_health_activities,54588
2009-08-01,Human_health_activities,53547
2009-09-01,Human_health_activities,55239
2009-10-01,Human_health_activities,53559
2009-11-01,Human_health_activities,52567
2009-12-01,Human_health_activities,55253
2010-01-01,Human_health_activities,68914
2010-02-01,Human_health_activities,80983
2010-03-01,Human_health_activities,53611
2010-04-01,Human_health_activities,54405
2010-05-01,Human_health_activities,54291
2010-06-01,Human_health_activities,54570
2010-07-01,Human_health_activities,53682
2010-08-01,Human_health_activities,54738
2010-09-01,Human_health_activities,56804
2010-10-01,Human_health_activities,53731
2010-11-01,Human_health_activities,53543
2010-12-01,Human_health_activities,55852
2011-01-01,Human_health_activities,99532
2011-02-01,Human_health_activities,58533
2011-03-01,Human_health_activities,54303
2011-04-01,Human_health_activities,54759
2011-05-01,Human_health_activities,56707
2011-06-01,Human_health_activities,56206
2011-07-01,Human_health_activities,53973
2011-08-01,Human_health_activities,56051
2011-09-01,Human_health_activities,62141
2011-10-01,Human_health_activities,54752
2011-11-01,Human_health_activities,54205
2011-12-01,Human_health_activities,58017
2012-01-01,Human_health_activities,98809
2012-02-01,Human_health_activities,54396
2012-03-01,Human_health_activities,55472
2012-04-01,Human_health_activities,55931
2012-05-01,Human_health_activities,55777
2012-06-01,Human_health_activities,57927
2012-07-01,Human_health_activities,55533
2012-08-01,Human_health_activities,56222
2012-09-01,Human_health_activities,60127
2012-10-01,Human_health_activities,55764
2012-11-01,Human_health_activities,54970
2012-12-01,Human_health_activities,62498
2013-01-01,Human_health_activities,84448
2013-02-01,Human_health_activities,62820
2013-03-01,Human_health_activities,56519
2013-04-01,Human_health_activities,56105
2013-05-01,Human_health_activities,56056
2013-06-01,Human_health_activities,60553
2013-07-01,Human_health_activities,56240
2013-08-01,Human_health_activities,56141
2013-09-01,Human_health_activities,58079
2013-10-01,Human_health_activities,55657
2013-11-01,Human_health_activities,56481
2013-12-01,Human_health_activities,60202
2014-01-01,Human_health_activities,101976
2014-02-01,Human_health_activities,57088
2014-03-01,Human_health_activities,57393
2014-04-01,Human_health_activities,56438
2014-05-01,Human_health_activities,58629
2014-06-01,Human_health_activities,58100
2014-07-01,Human_health_activities,56337
2014-08-01,Human_health_activities,57798
2014-09-01,Human_health_activities,57911
2014-10-01,Human_health_activities,57107
2014-11-01,Human_health_activities,57064
2014-12-01,Human_health_activities,60213
2015-01-01,Human_health_activities,68630
2015-02-01,Human_health_activities,104125
2015-03-01,Human_health_activities,59175
2015-04-01,Human_health_activities,57428
2015-05-01,Human_health_activities,59400
2015-06-01,Human_health_activities,61149
2015-07-01,Human_health_activities,59927
2015-08-01,Human_health_activities,59241
2015-09-01,Human_health_activities,61123
2015-10-01,Human_health_activities,59052
2015-11-01,Human_health_activities,58684
2015-12-01,Human_health_activities,61911
2016-01-01,Human_health_activities,105514
2016-02-01,Human_health_activities,72199
2016-03-01,Human_health_activities,59209
2016-04-01,Human_health_activities,59361
2016-05-01,Human_health_activities,60275
2016-06-01,Human_health_activities,61895
2016-07-01,Human_health_activities,60012
2016-08-01,Human_health_activities,59658
2016-09-01,Human_health_activities,62230
2016-10-01,Human_health_activities,59868
2016-11-01,Human_health_activities,59632
2016-12-01,Human_health_activities,63382
2017-01-01,Human_health_activities,112707
2017-02-01,Human_health_activities,65563
2017-03-01,Human_health_activities,61632
2017-04-01,Human_health_activities,60575
2017-05-01,Human_health_activities,62996
2017-06-01,Human_health_activities,60811
2017-07-01,Human_health_activities,60483
2017-08-01,Human_health_activities,60850
2017-09-01,Human_health_activities,61282
2017-10-01,Human_health_activities,59522
2017-11-01,Human_health_activities,59071
2017-12-01,Human_health_activities,63476
2018-01-01,Human_health_activities,78431
